issue_url,title,body_snippet,lead_mode,numeric_amount,score,prev_score,escrow_verified,is_dead_repo,checked_at,vibe_score,vibe_reason,merges_last_45d,escrows_seen,rugs_seen,total_escrows_seen,has_onchain_escrow,mentions_no_kyc,mentions_wallet_payout,positive_escrow_count,escrow_weight_sum,is_bounty,is_closed
https://github.com/jason931225/bominal/issues/1011,,"## Parent - Umbrella epic: #757 - Marketplace epic: #797 - Phase gate: #799 - Research gate: #845  ## Goal Define high-value marketplace categories that require deeper verification, documents, inspections, escrow/provider handoff, and legal/regulatory boundaries.  ## Categories - Real estate, vehicl",strict,,0.0,,1,0,,0,"This is a feature request, not a bug report, and there's no mention of any reward or compensation for its implementation.",,,,,1,0,0,1,2.0,1,0
https://github.com/hummingbot/hummingbot/issues/8159,Bounty - Add Lighter Spot and Perpetual Connectors,"### Description  This bounty is for developing and adding Lighter Spot and Perpetual connectors to the official Hummingbot open-source codebase.  Lighter is a decentralized exchange built on a zero-knowledge rollup, providing high-performance trading with verifiable execution.  The connector must su",opportunistic,3000.0,58.77,58.77,0,0,1778027291.165584,0,"This is a generic request for feature development, not a security vulnerability report, and there's no mention of any reward.",24,1,4,1,0,0,0,0,0.0,1,0
https://github.com/Monkestation/Vanderlin/issues/4296,Clear Audience does not work,## Map: Rosewood ## Round ID: 3591 ## Client Information: BYOND: 516.1659 Ckey: kingbobb ## Testmerges: - [Disable distance noises ](https://github.com/Monkestation/Vanderlin/pull/4100) - [Glorp VII: Say but cooler :clueless:](https://github.com/Monkestation/Vanderlin/pull/4167) - [(BOUNTY)Throatsli,closed_historical,-1.0,44.44,44.44,0,0,1778027591.909186,0,"This is clearly a bug report with no mention of any reward, likely just a developer trying to fix something.",50,0,0,0,0,0,0,0,0.0,0,1
https://github.com/SPLURT-Station/S.P.L.U.R.T-tg/issues/742,[BOUNTY] Suggestion #410,### About the Bounty  ## Original issue text:  **Suggestion:** Port in the cargo slugcat sounds from SS13  **Reason:** [BOUNTY] I was asked to approve this  **Results:** 9x <:In_help:1056296636348899408> 1x <:In_harm:1056296637909192794>   ### Suggestion Reference  **Suggested by:** teh.saint https:,closed_historical,-1.0,31.89,31.89,0,0,1778027591.5666401,0,"This is a suggestion for a game mod, not a security vulnerability, and there's no mention of any monetary reward.",38,0,1,0,0,0,0,0,0.0,0,1
https://github.com/Henry00IS/ShapeEditor/issues/17,,"![Two shapes that look like a B](https://user-images.githubusercontent.com/7905726/190210594-342993a9-72c9-4d10-86a1-104a70fcf01d.png)  Boolean operations mistakenly consider these two shapes as a single shape with an infinitely thin point connecting them, causing the convex decomposition to fail. T",strict,,0.0,,1,0,,90,"The issue explicitly states a ""$50 Bounty"", indicating a clear financial incentive for a human developer to fix the bug.",,,,,0,0,0,0,0.0,0,0
https://github.com/Monkestation/Vanderlin/issues/4298,Collar of Servitude broken?,## Map: Rosewood ## Round ID: 3591 ## Client Information: BYOND: 516.1673 Ckey: lukuz13 ## Testmerges: - [Disable distance noises ](https://github.com/Monkestation/Vanderlin/pull/4100) - [Glorp VII: Say but cooler :clueless:](https://github.com/Monkestation/Vanderlin/pull/4167) - [(BOUNTY)Throatslit,closed_historical,-1.0,44.44,44.44,0,0,1778027635.3797686,0,"This is clearly a bug report for a game, not a request for security work, and the ""(BOUNTY)"" tag is likely a joke or internal reference, not a real reward.",50,0,0,0,0,0,0,0,0.0,0,1
https://github.com/Monkestation/Vanderlin/issues/4240,"Assassin face stealing not working, resulting in unknown everytime",## Map: Vanderlin ## Round ID: 3544 ## Client Information: BYOND: 516.1667 Ckey: laughingxp ## Testmerges: - [Disable distance noises ](https://github.com/Monkestation/Vanderlin/pull/4100) - [Glorp VII: Say but cooler :clueless:](https://github.com/Monkestation/Vanderlin/pull/4167) - [[BOUNTY] Muske,closed_historical,-1.0,44.44,44.44,0,0,1778027653.906636,0,"This is clearly a bot or automated process, likely related to dependency updates, with no mention of any reward for a human.",50,0,0,0,0,0,0,0,0.0,0,1
https://github.com/Juwebien/agent-marketplace/issues/7,,"## The Vision  This project is designed to be its own first customer. Here is the target contribution flow:  ### The 'Jeff' Scenario 1. **Jeff** (open-source sponsor) deposits compute credits / tokens to the repo 2. A **Product Owner agent** reads open issues, selects highest-priority task 3. A **Ma",strict,,0.0,,1,0,,0,"This is a theoretical discussion about agent-driven development, not a request for a human to fix a bug or implement a feature for a reward.",,,,,0,0,0,0,0.0,0,0
https://github.com/passportxyz/passport/issues/3888,,"Hi Passport team,  I'm Boyd Cohen, co-creator of [Observer Protocol](https://observerprotocol.org) — a cryptographic identity and reputation layer for AI agents.  We've built infrastructure for agents to register with cryptographic identity (public key hash) and accumulate verifiable reputation acro",strict,,0.0,,1,0,,0,"This is a proposal for integration, not a bug report or a request for a bounty, and therefore has no monetary value.",,,,,0,0,0,0,0.0,0,0
https://github.com/VeriSphereVSP/docs/issues/209,3.6 - Off-chain Read Model & Indexing Spec,"Task ID: 3.6 Phase: 3 Description: Deterministic off-chain read model and indexing specification for VeriSphere. Defines how indexers, backends, and UIs derive claims, links, stake, and effectiveVS from on-chain data. Deliverables: - Event → state derivation spec - Canonical graph traversal rules - ",closed_historical,-1.0,24.43,24.43,0,1,1778027590.990914,0,"This is a technical specification document with no mention of any reward or bounty, indicating it's likely internal work or a request for proposals, not a paid bug bounty.",0,0,0,0,0,0,0,0,0.0,0,1
https://github.com/Ghbounty/GhBounty/issues/41,Add CODEOWNERS for automatic review assignment,"## Goal Add a `.github/CODEOWNERS` file so GitHub auto-assigns reviewers based on which directories a PR touches.  ## Why - GitHub auto-requests review from the right person when a PR opens - Required by GitHub branch protection rules (""Require review from Code Owners"") - Documents domain ownership ",closed_historical,0.0,39.9,39.9,0,0,1778027588.7753162,0,"This is a standard GitHub feature request with no mention of any reward, likely a bot or a free feature request.",38,0,1,0,0,0,0,0,0.0,0,1
https://github.com/kcolbchain/meridian/issues/8,Implement Avellaneda-Stoikov market-making strategy,"## Summary Implement the Avellaneda-Stoikov optimal market-making model as a new strategy.  ## Requirements - Compute reservation price and optimal spread from inventory position, volatility estimate, and risk aversion parameter γ - Unit tests comparing output against known analytical solutions from",closed_historical,-1.0,26.73,26.73,0,0,1778027626.7743418,0,"This is a feature request for a developer, not a bug report or a security vulnerability with a bounty.",11,0,0,0,0,0,0,0,0.0,0,1
https://github.com/open-telemetry/opentelemetry-collector-contrib/issues/48149,,"### Component(s)  receiver/mongodb  ### Is your feature request related to a problem? Please describe.  When reading the config documentation, it says:  > hosts (default: [localhost:27017]): list of host:port or unix domain socket endpoints. [...]  But the list is actually of `endpoint: ""host:port""`",strict,,0.0,,1,0,,0,"This is a documentation typo report with no mention of any reward, clearly not a paid bounty.",,,,,0,0,0,0,0.0,0,0
https://github.com/lambdasistemi/cardano-ledger-inspector/issues/36,,"Refs #31. Depends on #35 (blueprint registry + decoder).  Use SundaeSwap V3 as the first registry entry to validate the blueprint-driven approach end-to-end.  ## What to add  1. Vendor the upstream SundaeSwap V3 `plutus.json` from the SundaeSwap-finance contracts repo, pinned by commit hash. 2. Veri",strict,,0.0,,1,0,,0,"This is a technical task description with no mention of any reward, making it highly unlikely to be a paid bounty.",,,,,0,0,0,0,0.0,0,0
https://github.com/Jonnyton/Workflow/issues/233,[BUG-054] Feature request: live wiki refactoring and multi-generation attribution should enter active patch-loop investigation,**Component:** wiki / patch-loop-substrate **Severity:** minor  **Daemon request contract:** claimable by paid or free daemons that meet the declared gate requirements. Code-change writers are Claude/Codex only and require an opposite-family checker. **Bounty terms:** no paid bounty is attached by d,closed_historical,-1.0,34.9,34.9,0,0,1778027590.7294307,0,"This is clearly automated bot trash, likely from a poorly configured CI/CD pipeline, with no mention of actual human compensation.",98,0,0,0,0,0,0,0,0.0,0,1
https://github.com/abristow3/Hunt-Bot/issues/103,,Cog used to interact with wiseoldman API to read data and display it throughout the event.,strict,,0.0,,1,0,,0,"This is a feature request with no mention of compensation, likely a freebie for the maintainers.",,,,,0,0,0,0,0.0,0,0
https://github.com/2sem/coinone-autotrader/issues/95,,## 요약 - 날짜: 2026-05-04 - 총 실행 기록: 11건 - 최근 판단: USDC 보류 (pending (hold))  ## 누적 요약 - 매수 0건 / 매도 0건 / 보류 11건 - 최근 메모: 추가 실행 계획 없음  ## 최근 실행 - 시각: 2026-05-05-08:47 - 코인: USDC - 판단: 보류 - 상태: pending (hold) - 이유: USDC는 현재 보유 포지션이 존재하고 시장이 범위형으로 보이는 상황에서 진입의 이점이 부족합니다. 위험 관리 차원에서 보류를 선택합니다. - 검토 결과: 보류,strict,,0.0,,1,0,,0,"This is a nonsensical, automated trading log with no mention of a bounty or any actual security vulnerability.",,,,,0,0,0,0,0.0,0,0
https://github.com/activepieces/activepieces/issues/13083,,"## 🧩 Product Overview  BuyWhere helps AI agents find, compare, and purchase products across borders in Southeast Asia. It's a universal product catalog API that lets agents search real-time inventory, check prices in SGD/IDR/MYR/THB/VND, validate shipping addresses, and place orders across Singapore",strict,,0.0,,1,0,,0,"This is a feature request, not a bug report or vulnerability, and there's no mention of any reward or compensation.",,,,,0,0,0,0,0.0,0,0
https://github.com/Spectral-Finance/lux/issues/81,Curve Finance Integration and Stablecoin Management $900,## Overview  Implement Curve Finance integration focusing on stablecoin management and optimal yield strategies.  ## Core Features - Stablecoin pool management - Curve gauge integration - CRV rewards optimization - Pool analysis and selection - Automated rebalancing - Slippage optimization - Positio,opportunistic,900.0,50.29,50.29,0,1,1778027206.7098265,90,"The title explicitly mentions a dollar amount, indicating a clear financial incentive for a human developer to address the issue.",0,0,0,0,0,0,0,0,0.0,1,0
https://github.com/VeriSphereVSP/docs/issues/193,7.1 - Bounty System,Task ID: 7.1 Phase: 7 Description: Treasury-controlled bounty issuance and payout via governance. Deliverables: - On-chain bounty payouts - Accounting + events Dependencies: 6.2 Estimated Hours: 180 Start Hour: 3401 End Hour: 3580 Bounty (VSP): 520000,closed_historical,-1.0,24.43,24.43,0,1,1778027596.502594,95,"This issue explicitly mentions a bounty in VSP, indicating a clear financial incentive for a human developer to complete the task.",0,0,0,0,0,0,0,0,0.0,0,1
https://github.com/GenAI-Security-Project/finbot-ctf/issues/349,,"**Component:** finbot/mcp/servers/finstripe/server.py → create_transfer **Root cause:** Invoice status is never fetched or checked before repo.create_transaction.  **Steps to reproduce:** 1. Create invoice with status='pending' 2. Call create_transfer(invoice_id=invoice.id, ...)  **Expected**: error",strict,,0.0,,1,0,,0,"This is a bug report with no mention of any reward, making it worthless noise.",,,,,0,0,0,0,0.0,0,0
https://github.com/commaai/flash/issues/7,[$500 Bounty] Switch from fastboot to EDL/QDL,"[QDL](https://en.wikipedia.org/wiki/Qualcomm_EDL_mode) should be a strict improvement
 * unbrickable
 * easier to get into than the [fastboot dance](https://youtu.be/gNnRmEyVSVQ?t=88)
 * 2 -> 1 cables required
 * save 3s off the boot time of the device waiting for fastboot USB enumeration
 
 Seems l",closed_historical,500.0,28.27,28.27,0,1,1778027588.34005,90,"The issue explicitly states a ""$500 Bounty"", indicating a clear financial reward for the work.",0,0,0,0,0,0,0,0,0.0,1,1
https://github.com/Purna88836/gitnative-AI-orchestrator-testing/issues/47,,i want to make a app like trust work which means to get instant jobs so there will be employers and people who are finding for jobs who are verified. before they find a job. they have to be verified of their skill. and the one who post the job and anykind of job and this will be related to india.   ,strict,,0.0,,1,0,,0,"This is a feature request from someone who wants a free app built, not a security vulnerability report with a bounty.",,,,,0,0,0,0,0.0,0,0
https://github.com/yearn/budget/issues/345,yLockers Budget Request (May-Jul 2026),,opportunistic,18248.0,48.97,48.97,1,1,1778020374.1753037,0,"This is a budget request for a future period, not a bug report or a request for security work, and therefore does not qualify for a bounty.",0,1,0,1,0,0,0,0,0.0,1,0
https://github.com/0xJian21/Pythia/issues/1,,"# PRD: Pythia v1 — Solana Prediction Market with Bonding-Curve Outcome Tokens  ## Problem Statement  Crypto-native users want to take positions on the outcomes of token-cap and event-style questions (""which token will have the highest market cap on date X?"", ""which of these projects ships first?"") w",strict,,0.0,,1,0,,0,"This is a product requirements document, not a bug report or a request for security assistance, therefore it's not a bounty.",,,,,0,0,0,0,0.0,0,0
https://github.com/kcolbchain/rwa-toolkit/issues/3,Implement ERC-3643 compatible token base,"Implement core T-REX/ERC-3643 interfaces (Identity Registry, Compliance, Token) as the RWA token base layer. Include identity registry stub and basic compliance module checking investor eligibility. Difficulty: Intermediate-advanced.",closed_historical,-1.0,18.73,18.73,0,0,1778027632.1154978,0,"This is a feature request, not a bug report or vulnerability disclosure, and there's no mention of any reward or compensation.",3,0,0,0,0,0,0,0,0.0,0,1
https://github.com/MyHush/hush3/issues/147,Compile-time support for WolfSSL,"https://en.wikipedia.org/wiki/WolfSSL
 
 WolfSSL was designed as a replacement for OpenSSL with security and performance in mind. It may be a better default library than OpenSSL, but to begin, optional support would be nice.
 
 Bounty: 1000 HUSH",opportunistic,1000.0,31.16,31.16,0,1,1778026617.8535159,95,"The user explicitly mentions a bounty in a specific cryptocurrency, indicating a clear financial incentive for a human developer.",0,0,0,0,0,0,0,0,0.0,1,0
https://github.com/datafund/Agent-Data-Exchange/issues/17,,"## Problem  The \`POST /api/v1/bounties\` endpoint accepts requests without any authentication. Anyone can create a bounty with **any** poster address:  ```bash curl -X POST https://agents.datafund.io/api/v1/bounties \   -H ""Content-Type: application/json"" \   -d '{     ""poster"": ""0x0000000000000000",strict,,0.0,,1,0,,0,"This is a bug report, not a bounty claim, and there's no mention of any reward.",,,,,0,0,1,0,0.0,0,0
https://github.com/set2374/claude-code-fact-verification-hook/issues/2,,The stop gate supports both last_assistant_message and transcript fallback. We should add more test coverage for real-world payload variation.\n\nSuggested scope:\n- add transcript fixtures with assistant content nested in different shapes\n- test clarifying-question detection\n- test caveat detecti,strict,,0.0,,1,0,,0,"This is a feature request for more tests, not a bug report or a request for a security vulnerability, therefore no bounty is implied.",,,,,0,0,0,0,0.0,0,0
https://github.com/nfbutt/paperclip-alt/issues/3,,"# Agent: ""Investor & Capital"" **Agent Framework:** Hermes Agent (Nous Research) **Primary Objective:** Automate the lifecycle of investor relations, from initial outbound discovery to tax documentation.  ---  ## **Milestone 1: Lead Intake & Intelligent Outreach** *Objective: Scale the top-of-funnel ",strict,,0.0,,1,0,,0,"This is clearly a project management task description, not a bug report or a request for security work, and certainly not a bounty.",,,,,0,0,0,0,0.0,0,0
https://github.com/Ghbounty/GhBounty/issues/33,Add CONTRIBUTING.md with PR submission guidelines,"## Goal Add a `CONTRIBUTING.md` file at the repo root that explains how external developers can submit PRs to bounty issues.  ## Suggested sections - Prerequisites (Node 24+, pnpm 10+, Solana CLI, GitHub account, Privy wallet) - How to claim a bounty: open a draft PR, link the issue (`Fixes #N`) - B",closed_historical,-1.0,39.9,39.9,0,0,1778027590.199722,0,"This is a request to add documentation, not a bug report or vulnerability, and there's no mention of any reward.",38,0,1,0,0,0,0,0,0.0,0,1
https://github.com/auths-dev/auths/issues/171,,"## Problem  With OIDC, trust-on-first-use isn't needed. A verifier trusts Google or GitHub as the identity provider from the start. The first time you see a signature from alice@google.com, you trust it because you trust Google.  With auths, a verifier seeing `did:keri:ELeNxCv0...` for the first tim",strict,,0.0,,1,0,,0,"This is a technical discussion about decentralized identifiers and identity providers, with no mention of any reward or bounty.",,,,,0,0,0,0,0.0,0,0
https://github.com/docker/docker-agent/issues/701,,"**What you'd like to see**  * The current memory model uses sqlite to implement the memory capability of agents * What if I want to implement the concept of a Knowledge Graph?  * Maybe implement a specification such as mem0.ai's approach  > [!TIP] > The ""3x improvement"" associated with Neo4j's Graph",strict,,0.0,,1,0,,0,"This is a feature request, not a bounty, and the user is clearly asking for development work without offering any compensation.",,,,,0,0,0,0,0.0,0,0
https://github.com/subzeroid/instagrapi/issues/1851,[BUG] is_paid_partnership field not being used when creating Story through photo_upload_to_story,"### Getting exception when trying to do client.photo_upload_to_story()
 
 **Describe the bug**
 I'm using the Client to perform photo_upload_to_story in the following way
 `storyPosted = self.instagramClient.photo_upload_to_story(nextPhotoToPublishImagePath,extra_data = {'is_paid_partnership' : 0})`",opportunistic,0.0,25.0,27.5,0,0,1778022114.2039053,0,"This is a standard bug report with no mention of any reward, making it worthless.",27,0,0,0,0,0,0,0,0.0,0,0
https://github.com/ULCproject/ulcproject.github.io/issues/1,,"If you find any grammatical errors, or things that could be changed to make our website, wiki, or whitepaper more understandable (for example an additional FAQ question), you will receive 25.6 ULT for each accepted suggestion.
 
 NOTE: This bounty is not available for ULC core contributors as of 31/",strict,,0.0,,1,0,,70,"This is a low-value bounty for minor improvements, likely automated or easily exploitable by low-effort contributors.",,,,,0,0,0,0,0.0,0,0
https://github.com/MorkeethHQ/delegated-agent-treasury/issues/2,Evaluate: Lido MCP server as thin wrapper (K bounty),,opportunistic,5000.0,36.52,36.52,0,0,1778012091.8962824,50,"The ""K bounty"" is a weak, ambiguous signal for a potential reward, not a concrete offer.",0,0,0,0,0,0,0,0,0.0,1,0
https://github.com/vibeacademy/kira-kim-11/issues/4,,"## Problem Statement  Buyers need ways to indicate intent on a listing — both lightweight (""favorite for later"") and committal (""place a bid""). Without these, the marketplace is read-only and we have no signal on demand for any given listing.  ## Scope  - `Favorite` model (User × Listing, composite ",strict,,0.0,,1,0,,0,"This is a feature request, not a bug report or vulnerability, and there's no mention of any reward for implementation.",,,,,0,0,0,0,0.0,0,0
https://github.com/circlefin/modularwallets-ios-sdk/issues/35,,"## Summary  Bridge Kit ships 4 official adapters: Viem (private key), Ethers (private key), Solana Kit (private key), and Circle Wallets (server-side, DCW API key + entity secret). None of them are usable from a **mobile, non-custodial app where signing happens via Circle Modular Wallets passkey on ",strict,,0.0,,1,0,,0,"This is a feature request with no mention of any reward, making it worthless.",,,,,0,0,0,0,0.0,0,0
https://github.com/arthrod/welcome-elaine/issues/5,,This issue lists Renovate updates and detected dependencies. Read the [Dependency Dashboard](https://docs.renovatebot.com/key-concepts/dashboard/) docs to learn more.<br>[View this repository on the Mend.io Web Portal](https://developer.mend.io/github/arthrod/welcome-elaine).  ## Open  The following,strict,,0.0,,1,0,,0,"This is clearly automated bot output from Renovate, not a request for human intervention or a bounty.",,,,,0,0,0,0,0.0,0,0
https://github.com/lucavb/homepage/issues/72,,### Workflow Failure  **Workflow:** [Renovate PR Review](#)   **Branch:** renovate/github-gh-aw-actions-0.x   **Run:** https://github.com/lucavb/homepage/actions/runs/25129435259   **Pull Request:** [#55](https://github.com/lucavb/homepage/pull/55)   **⚠️ Engine Failure**: The `copilot` engine termi,strict,,0.0,,1,0,,0,"This is clearly automated bot noise from Renovate, not a human seeking a bounty.",,,,,0,0,0,0,0.0,0,0
https://github.com/Expensify/App/issues/41763,[HOLD for payment 2024-07-24] [$250] [Uneven Splits] [Polish] Android  - Split amount is not reset when tapping Reset button when keyboard is up,"If you haven’t already, check out our [contributing guidelines](https://github.com/Expensify/ReactNativeChat/blob/main/contributingGuides/CONTRIBUTING.md) for onboarding and email contributors@expensify.com to request to join our Slack channel!
 ___
 
 **Version Number:** 1.4.71-0
 **Reproducible in",closed_historical,250.0,42.63,42.63,0,0,1778027593.336055,90,Explicit mention of a $250 bounty clearly indicates a paid opportunity for a human developer.,100,6,12,6,0,0,0,0,0.0,1,1
https://github.com/bisq-network/roles/issues/64,,"Docs: https://bisq.wiki/Support_Agent
 Team: @bisq-network/l1-support-agents",strict,,0.0,,1,0,,0,"This is a job posting, not a bug report or vulnerability disclosure, and there's no mention of a bounty.",,,,,0,0,0,0,0.0,0,0
https://github.com/GalactiGuild/Stellar-Guilds/issues/234,,**Independence Note:** This is an infrastructural Guard implementation. It protects routes without changing their internal logic.  **Context:** Public-facing RPCs and endpoints (like exploring bounties or submitting challenge requests) are susceptible to DDoS or brute-force tracking.  **Objective:**,strict,,0.0,,1,0,,0,"This is a feature request for infrastructure work with no mention of any reward, likely a task for an internal developer.",,,,,0,0,0,0,0.0,0,0
https://github.com/MH0386/.dotfiles.nix/issues/269,,This issue tracks all no-op runs from agentic workflows in this repository. Each workflow run that completes with a no-op message (indicating no action was needed) posts a comment here.  <details> <summary><b>📘 What is a No-Op?</b></summary>  A no-op (no operation) occurs when an agentic workflow ru,strict,,0.0,,1,0,,0,"This is clearly an automated bot reporting on workflow status, not a request for human intervention or a bounty.",,,,,0,0,0,0,0.0,0,0
https://github.com/INeedaOgretiddies1/skills-github-pages/issues/2,,"🧬 Overview  Gas Oracle-Ai (GO-Ai) is a next-gen DeFi framework built around a unique 8+1 cell division model. It mirrors biological structures and economic balance, using oracles, liquidity logic, and governance to simulate a living, evolving crypto protocol.  This system dynamically adjusts fees, r",strict,,0.0,,1,0,,0,"This is a vague, overly ambitious project description with no mention of a bounty or reward, likely just a concept or a bot-generated placeholder.",,,,,0,0,0,0,0.0,0,0
https://github.com/Monkestation/Monkestation2.0/issues/11361,Stablizied Pyrite extracts don't deactivate,Client Information: BYOND:516.1669 Key:forbiddenkotori   <!-- Write **BELOW** The Headers and **ABOVE** The comments else it may not be viewable -->  ## Round ID: 15982 <!--- **INCLUDE THE ROUND ID** If you discovered this issue from playing tgstation hosted servers: [Round ID]: # (It can be found i,closed_historical,-1.0,44.1,44.1,0,0,1778027655.6761332,0,"This is clearly a bug report for a game, not a security vulnerability with any mention of a reward.",139,0,0,0,0,0,0,0,0.0,0,1
https://github.com/Monkestation/Vanderlin/issues/4265,Merchant boat Npc randomly attacking,## Map: Vanderlin ## Round ID: 3563 ## Client Information: BYOND: 516.1668 Ckey: sovietdoggo ## Testmerges: - [Disable distance noises ](https://github.com/Monkestation/Vanderlin/pull/4100) - [Glorp VII: Say but cooler :clueless:](https://github.com/Monkestation/Vanderlin/pull/4167) - [[BOUNTY] Musk,closed_historical,-1.0,44.44,44.44,0,0,1778027648.8353438,0,"This is clearly a bot or automated system, likely a placeholder or a poorly formatted issue, with no mention of any reward.",50,0,0,0,0,0,0,0,0.0,0,1
https://github.com/matsurigoto/crypto-daily-digest/issues/12,,### Workflow Failure  **Workflow:** [Daily Repo Status](https://github.com/githubnext/agentics/tree/1f672aef974f4246124860fc532f82fe8a93a57e/workflows/daily-repo-status.md)   **Branch:** main   **Run:** https://github.com/matsurigoto/crypto-daily-digest/actions/runs/23704993123   **⚠️ Engine Failure,strict,,0.0,,1,0,,0,"This is clearly a bot reporting a workflow failure, not a human seeking a bounty for a security vulnerability.",,,,,0,0,0,0,0.0,0,0
https://github.com/github/gh-aw/issues/30460,,### Workflow Failure  **Workflow:** [Agentic Workflow Audit Agent](#)   **Branch:** main   **Run:** https://github.com/github/gh-aw/actions/runs/25403420651   **⚠️ Engine Failure**: The `claude` engine terminated unexpectedly.  **Last agent output:** ``` 2026-05-05T22:03:14.964Z [DEBUG] autocompact:,strict,,0.0,,1,0,,0,"This is a bug report about a failed automated workflow, not a request for human intervention or a bounty.",,,,,0,0,0,0,0.0,0,0
